,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
659112,A-659125,MapQuest,201.0,3,2020-01-15 17:51:31,2020-01-15 18:51:10,41.238052,-73.023567,,,0.0,Left lane closed due to accident on I-95 Governor John Davis Lodge Tpke Southbound before Exit 40 Woodmont Rd.,,I-95 S,R,Milford,New Haven,CT,06460,US,US/Eastern,KBDR,2020-01-15 17:52:00,38.0,38.0,79.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3071461,A-3071621,Bing,,2,2019-10-09 08:00:08,2019-10-09 08:29:22,43.6001,-116.56846,43.59946,-116.5085,3.0,Between ID-55/Exit 33 and I-84-BL/Garrity Blvd/Exit 38 - Accident. Traffic problem.,,Vietnam Veterans Memorial Hwy,R,Nampa,Canyon,ID,83687,US,US/Mountain,KMAN,2019-10-09 07:55:00,39.0,32.0,52.0,27.38,10.0,WNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1649115,A-1649148,MapQuest,201.0,2,2018-09-13 16:14:32,2018-09-13 16:44:19,33.421585,-111.995285,,,0.0,Accident on 40th St at University Dr.,2806.0,S 40th St,R,Phoenix,Maricopa,AZ,85040-1619,US,US/Mountain,KPHX,2018-09-13 15:51:00,105.1,,9.0,29.71,10.0,Variable,4.6,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
839694,A-839720,MapQuest,201.0,2,2019-10-23 17:58:36,2019-10-23 20:17:26,33.500309,-86.7892,,,0.0,Center lane blocked due to accident on US-280 Elton B Stephens Expy Southbound at 22nd St.,,AL-3 N,R,Birmingham,Jefferson,AL,35205,US,US/Central,KBHM,2019-10-23 17:53:00,64.0,64.0,34.0,29.48,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2726138,A-2726192,Bing,,2,2020-05-28 15:08:30,2020-05-28 15:41:48,33.85244,-117.8758,33.8493,-117.87599,0.217,At CA-91/Riverside Fwy - Accident.,,CA-57 N,R,Anaheim,Orange,CA,92806,US,US/Pacific,KFUL,2020-05-28 17:53:00,70.0,70.0,63.0,29.82,10.0,S,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2275652,A-2275692,MapQuest,201.0,2,2017-11-26 22:21:13,2017-11-26 22:50:59,37.617615,-122.398682,,,0.0,Accident on US-101 Northbound at Exit 422 Link Rd.,,US-101 N,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2017-11-26 21:56:00,59.0,,78.0,29.94,10.0,SSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3320343,A-3320506,Bing,,2,2018-05-17 12:00:31,2018-05-17 18:00:31,42.43923,-83.0949,42.45381,-83.09516,1.007,At 8 Mile Rd/Exit 59 - Accident.,,Chrysler Fwy N,R,Highland Park,Wayne,MI,48203,US,US/Eastern,KDET,2018-05-17 11:53:00,75.0,,48.0,30.06,10.0,ENE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1515091,A-1515124,MapQuest,201.0,2,2018-11-11 21:34:17,2018-11-11 22:03:58,30.284716,-97.659798,,,0.0,Accident on Craigwood Dr at FM-969.,6418.0,FM 969,L,Austin,Travis,TX,78724-5305,US,US/Central,KAUS,2018-11-11 21:53:00,52.0,,93.0,30.0,2.0,NE,10.4,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
512726,A-512732,MapQuest-Bing,201.0,2,2020-05-25 18:32:50,2020-05-25 20:02:47,39.78027,-84.206841,,,0.0,Accident on OH-48 Main St at Ridge Ave.,1837.0,N Main St,L,Dayton,Montgomery,OH,45405-3850,US,US/Eastern,KDAY,2020-05-25 18:56:00,76.0,76.0,71.0,28.97,10.0,SE,7.0,0.0,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2075205,A-2075245,MapQuest,201.0,2,2018-02-13 17:51:08,2018-02-13 18:35:55,33.469353,-82.035118,,,0.0,Accident on Wrightsboro Rd Westbound near Iris Dr.,,Wrightsboro Rd,R,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,2018-02-13 17:53:00,54.0,,64.0,30.57,10.0,NE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1389364,A-1389395,MapQuest,201.0,2,2019-01-07 07:44:04,2019-01-07 08:13:43,34.119431,-118.150307,,,0.239999994636,Accident on entry ramp to CA-110 Southbound from Fair Oaks Ave.,523.0,Fair Oaks Ave,R,South Pasadena,Los Angeles,CA,91030-1818,US,US/Pacific,KCQT,2019-01-07 07:47:00,51.1,,92.0,30.24,2.0,East,10.4,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1353121,A-1353152,MapQuest,241.0,3,2019-02-14 10:34:39,2019-02-14 11:04:19,34.323681,-118.46019,,,0.0,#1 lane blocked due to accident on I-210 Westbound at Exit 2 Roxford St.,,Foothill Fwy W,R,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2019-02-14 10:55:00,59.0,,100.0,29.78,3.0,ESE,11.5,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
597763,A-597771,MapQuest,201.0,2,2020-03-17 09:56:47,2020-03-17 11:57:02,37.57708,-77.46402,,,0.0,Right hand shoulder closed due to accident on I-95 Southbound before Exit 78 I-64.,,I-64 W,R,Richmond,Richmond City,VA,23230,US,US/Eastern,KOFP,2020-03-17 09:54:00,50.0,50.0,74.0,30.0,10.0,SSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3216031,A-3216191,Bing,,2,2018-12-07 07:22:01,2018-12-07 07:51:50,34.06191,-118.16527,34.06191,-118.16527,0.0,Ramp to Exit 21 - Accident. Hard shoulder blocked.,,Long Beach Fwy S,R,Monterey Park,Los Angeles,CA,91754,US,US/Pacific,KCQT,2018-12-07 07:47:00,53.1,,71.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3314890,A-3315052,Bing,,2,2018-05-02 07:59:12,2018-05-02 13:59:12,26.10847,-80.35457,26.12488,-80.3587,1.162,At I-595/SR-869/Exit 19 - Accident.,,I-75 N,R,Fort Lauderdale,Broward,FL,33326,US,US/Eastern,KHWO,2018-05-02 07:53:00,77.0,,69.0,30.17,10.0,East,16.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2654821,A-2654869,Bing,,2,2017-02-25 06:59:45,2017-02-25 12:59:45,34.57972,-117.96947,34.57972,-117.96947,0.0,At E Palmdale Blvd - Accident.,9001.0, E Palmdale Blvd,R,Palmdale,Los Angeles,CA,93591-2206,US,US/Pacific,KGXA,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3032870,A-3033030,Bing,,2,2019-12-30 19:20:00,2019-12-30 20:17:28,38.704149,-121.382765,38.704149,-121.382765,0.0,At Watt Ave - Accident.,7598.0, Watt Ave,R,North Highlands,Sacramento,CA,95660-2609,US,US/Pacific,KMCC,2019-12-30 19:45:00,43.0,43.0,93.0,29.99,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1140282,A-1140308,MapQuest,201.0,3,2019-06-26 18:57:00,2019-06-26 20:26:14,33.520794,-86.84993,,,0.0,2 right lane blocked due to accident on I-20 Westbound at Exit 123 US-78 Arkadelphia Rd.,,I-20 E,R,Birmingham,Jefferson,AL,35204,US,US/Central,KBHM,2019-06-26 18:53:00,73.0,73.0,81.0,29.5,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2896286,A-2896412,Bing,,3,2020-04-06 17:22:48,2020-04-06 17:57:46,29.80827,-95.33009,29.80827,-95.33009,0.0,At I-69/Exit 20 - Accident. Left lane blocked.,,I-610 E,R,Houston,Harris,TX,77026,US,US/Central,KMCJ,2020-04-06 16:53:00,73.0,73.0,90.0,29.91,7.0,ESE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2983559,A-2983708,Bing,,3,2020-02-01 07:49:03,2020-02-01 08:18:38,32.69386,-97.32073,32.67739,-97.32052,1.138,At Seminary Dr - Accident.,,I-35W S,R,Fort Worth,Tarrant,TX,76110,US,US/Central,KAWN,2020-02-01 07:52:00,38.0,38.0,70.0,29.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1836647,A-1836684,MapQuest,201.0,2,2018-06-19 10:07:09,2018-06-19 11:06:46,29.511847,-98.662338,,,0.0,Accident on Tezel Rd at Dover Rdg.,,Tezel Rd,R,San Antonio,Bexar,TX,78250,US,US/Central,KSKF,2018-06-19 09:56:00,75.7,,93.0,29.83,10.0,ENE,15.0,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2236238,A-2236278,MapQuest,201.0,2,2017-11-06 17:56:27,2017-11-06 18:26:18,32.691147,-96.908592,,,0.0,Accident on Duncanville Rd at Ledbetter Dr.,4951.0,W Ledbetter Dr,R,Dallas,Dallas,TX,75236-1410,US,US/Central,KRBD,2017-11-06 17:53:00,69.1,,58.0,29.96,10.0,North,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1229431,A-1229459,MapQuest,201.0,2,2019-04-12 14:14:09,2019-04-12 16:17:40,42.491161,-83.116234,,,0.0,Right hand shoulder blocked due to accident on I-75 Northbound at Exit 62 Stephenson Hwy.,,Chrysler Expy N,R,Royal Oak,Oakland,MI,48067,US,US/Eastern,KVLL,2019-04-12 14:15:00,61.0,61.0,55.0,28.97,10.0,SSW,22.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
695314,A-695336,MapQuest,201.0,3,2020-02-04 05:30:27,2020-02-04 06:56:36,34.067558,-117.558342,,,0.0,Right hand shoulder blocked due to accident on I-10 Westbound after Exit 57 Milliken Ave.,,N Milliken Ave,R,Ontario,San Bernardino,CA,91764,US,US/Pacific,KONT,2020-02-04 05:53:00,45.0,36.0,14.0,29.04,10.0,NE,26.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1949758,A-1949798,MapQuest,201.0,2,2018-04-13 13:40:20,2018-04-13 14:24:37,26.681112,-80.230164,,,0.0,Accident on US-98 Southern Blvd Eastbound at Royal Palm Beach Blvd.,,Little Ranches Trl,R,Wellington,Palm Beach,FL,33414,US,US/Eastern,KPBI,2018-04-13 13:53:00,79.0,,50.0,30.13,10.0,ESE,11.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1700381,A-1700414,MapQuest,246.0,3,2018-08-08 14:45:11,2018-08-08 15:14:30,36.038521,-86.782867,,,5.30999994278,Three lanes blocked queueing traffic and right hand shoulder blocked due to accident on I-65 Southbound between Exits 78 78A-B TN-255 Harding Pl and Exits 74A 74B TN-254 Old Hickory Blvd.,,I-65 S,R,Brentwood,Davidson,TN,37027,US,US/Central,KBNA,2018-08-08 14:53:00,86.0,,55.0,29.99,10.0,WSW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
354320,A-354323,MapQuest,201.0,2,2017-02-21 06:24:39,2017-02-21 07:09:24,27.337835,-82.463852,,,0.01,Accident on FL-780 Fruitville Rd at Honore Ave.,,N Honore Ave,R,Sarasota,Sarasota,FL,34232,US,US/Eastern,KSRQ,2017-02-21 06:53:00,62.1,,93.0,30.09,10.0,ESE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
2709425,A-2709473,Bing,,3,2017-07-15 07:00:16,2017-07-15 13:00:16,38.89705,-77.19425,38.894337,-77.189885,0.3,At Gordon Rd - Accident.,,Leesburg Pike,R,Falls Church,Fairfax County,VA,22043,US,US/Eastern,KDCA,2017-07-15 06:52:00,77.0,,88.0,29.96,10.0,WSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3310973,A-3311135,Bing,,3,2018-06-21 13:00:16,2018-06-21 19:44:31,29.77135,-95.32992,29.77391,-95.32304,0.449,At Waco St/Exit 771A - Accident. Right lane blocked. Center lane blocked.,,US-90 E,R,Houston,Harris,TX,77020,US,US/Central,KMCJ,2018-06-21 12:55:00,82.4,,84.0,29.94,7.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2980456,A-2980605,Bing,,2,2020-01-29 07:46:00,2020-01-29 08:38:39,34.05732,-118.16503,34.05742,-118.16506,0.007,At I-10/San Bernardino Fwy - Accident.,,I-710 N,R,Monterey Park,Los Angeles,CA,91754,US,US/Pacific,KCQT,2020-01-29 07:52:00,65.0,65.0,29.0,29.81,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2019964,A-2020004,MapQuest,201.0,2,2018-03-19 10:41:40,2018-03-19 11:11:14,27.935179,-82.787483,,,0.0,Accident on US-19 Alt Missouri Ave at Ponce de Leon Blvd.,,Ponce de Leon Blvd,R,Clearwater,Pinellas,FL,33756,US,US/Eastern,KPIE,2018-03-19 10:53:00,69.1,,93.0,29.91,3.0,East,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2579668,A-2579709,Bing,,2,2016-10-03 05:11:49,2016-10-03 11:11:49,33.50499,-112.11257,33.51353,-112.11227,0.59,At Camelback Rd/Exit 203 - Accident.,,Black Canyon Fwy N,R,Phoenix,Maricopa,AZ,85015,US,US/Mountain,KPHX,2016-10-03 04:51:00,66.9,,93.0,29.76,10.0,East,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
830577,A-830603,MapQuest-Bing,241.0,2,2019-10-18 07:13:43,2019-10-18 07:42:57,32.732021,-117.061028,,,0.0,#1 #2 lane blocked due to accident on CA-94 Westbound at Exit 6A College Grove Way.,,CA-94 W,R,San Diego,San Diego,CA,92114,US,US/Pacific,KSAN,2019-10-18 06:51:00,63.0,63.0,81.0,29.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3227382,A-3227542,Bing,,2,2018-12-24 23:54:28,2018-12-25 03:54:28,42.132989,-122.633829,42.077239,-122.601701,4.189,At Old Siskiyou Hwy/Exit 6 - Accident.,,I-5 N,R,Ashland,Jackson,OR,97520,US,US/Pacific,KMFR,2018-12-24 23:53:00,42.1,,92.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2730527,A-2730581,Bing,,2,2020-05-31 18:20:09,2020-05-31 19:10:07,41.16655,-73.21749,41.16655,-73.21749,0.0,At I-95/Governor John Davis Lodge Tpke - Accident.,1979.0, Fairfield Ave,R,Bridgeport,Fairfield,CT,06605-2239,US,US/Eastern,KBDR,2020-05-31 17:52:00,66.0,66.0,30.0,30.03,10.0,NNW,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1827351,A-1827387,MapQuest,201.0,2,2018-06-14 16:16:05,2018-06-14 17:00:52,26.617027,-81.667427,,,0.0,Accident on FL-884 Lee Blvd near Elva Ave.,2698.0,Lee Blvd,R,Lehigh Acres,Lee,FL,33971,US,US/Eastern,KRSW,2018-06-14 16:27:00,82.0,,71.0,30.04,10.0,WNW,4.6,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2645405,A-2645451,Bing,,3,2017-03-14 06:16:08,2017-03-14 12:16:08,36.08859,-86.701863,36.092591,-86.705121,0.331,At TN-155/Briley Pky/Exit 54 - Accident.,,I-24 W,R,Nashville,Davidson,TN,37211,US,US/Central,KBNA,2017-03-14 05:58:00,36.0,26.7,86.0,30.05,9.0,NNW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
2508797,A-2508838,Bing,,2,2016-07-01 08:05:21,2016-07-01 14:05:21,29.57743,-98.64476,29.58109,-98.64132,0.327,At Kyle Seale Pky - Accident.,13416.0, Kyle Seale Pkwy,L,San Antonio,Bexar,TX,78249-3808,US,US/Central,KSAT,2016-07-01 07:51:00,78.1,,84.0,29.98,10.0,East,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1789684,A-1789719,MapQuest,201.0,2,2018-07-25 22:55:03,2018-07-25 23:24:50,30.84416,-82.007095,,,0.0,Lane blocked due to accident on US-23 2nd St Southbound at US-23 2nd St.,5019.0,2nd St N,L,Folkston,Charlton,GA,31537,US,US/Eastern,KJAX,2018-07-25 22:56:00,79.0,,90.0,29.96,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1009529,A-1009555,MapQuest,201.0,2,2019-08-30 07:39:08,2019-08-30 08:38:49,30.668329,-87.910942,,,0.0,Accident on US-90 near US-31. No recent updates.,,US Highway 90,R,Daphne,Baldwin,AL,36527,US,US/Central,KBFM,2019-08-30 07:53:00,78.0,78.0,76.0,30.04,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1939022,A-1939062,MapQuest,201.0,2,2018-04-09 06:41:06,2018-04-09 07:10:22,35.288685,-80.730255,,,0.0,Accident on NC-24 W.T. Harris Blvd at Old Concord Rd.,,E W.T. Harris Blvd,R,Charlotte,Mecklenburg,NC,28213,US,US/Eastern,KJQF,2018-04-09 06:35:00,44.6,,66.0,30.06,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3195480,A-3195640,Bing,,2,2019-01-05 22:18:45,2019-01-06 02:18:45,44.425323,-121.841364,44.424861,-121.844921,0.178,At OR-22/N Santiam Hwy - Accident.,,Highway 20,R,Camp Sherman,Jefferson,OR,97730,US,US/Pacific,KRDM,2019-01-05 21:56:00,45.0,36.6,58.0,29.37,10.0,SSW,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2410527,A-2410568,MapQuest,241.0,3,2017-09-29 18:16:56,2017-09-29 18:46:44,34.071758,-118.09948,,,0.0,Lane blocked due to accident on I-10 Westbound at Exit 25A San Bernardino Fwy.,3398.0,Del Mar Ave,L,Rosemead,Los Angeles,CA,91770-2361,US,US/Pacific,KEMT,2017-09-29 18:45:00,78.8,,39.0,29.85,10.0,SSW,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1086018,A-1086044,MapQuest,241.0,3,2019-08-13 19:52:58,2019-08-13 20:20:03,26.110922,-80.2985,,,2.40000009537,Right lane blocked due to accident on I-595 Eastbound from I-75 Exit 19 to Exits 7 8&9A-B 9C Florida's Tpke Exits 53 54 54X.,,I-595 E,R,Fort Lauderdale,Broward,FL,33325,US,US/Eastern,KHWO,2019-08-13 19:53:00,77.0,77.0,90.0,30.0,1.0,WNW,9.0,1.01,Heavy T-Storm,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1193414,A-1193442,MapQuest,201.0,2,2019-05-28 12:57:03,2019-05-28 13:59:00,35.412022,-97.534714,,,0.0,Accident on 53rd St at Douglas Ave.,1101.0,SW 53rd St,R,Oklahoma City,Oklahoma,OK,73109-4109,US,US/Central,KOKC,2019-05-28 12:52:00,76.0,76.0,79.0,28.33,10.0,S,17.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
922544,A-922570,MapQuest,241.0,3,2019-10-01 09:59:06,2019-10-01 12:31:26,27.338491,-82.446732,,,0.0,Lane blocked due to accident on I-75 Northbound at Exit 210 FL-780 Fruitville Rd.,,Fruitville Rd,R,Sarasota,Sarasota,FL,34240,US,US/Eastern,KSRQ,2019-10-01 09:53:00,83.0,83.0,65.0,29.93,10.0,E,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1638200,A-1638233,MapQuest,201.0,3,2018-09-08 12:29:33,2018-09-08 12:59:01,47.532219,-122.197449,,,0.0,HOV lane blocked due to accident on I-405 Southbound near Exit 7 44th St.,,NE 44th St,R,Renton,King,WA,98056,US,US/Pacific,KRNT,2018-09-08 12:24:00,73.4,,47.0,30.09,10.0,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
51950,A-51951,MapQuest,201.0,2,2016-07-27 21:33:24,2016-07-27 22:19:24,33.873322,-118.246666,,,0.0,Accident on CA-91 Eastbound at Exit 8 Central Ave.,,Artesia Fwy W,R,Compton,Los Angeles,CA,90220,US,US/Pacific,KHHR,2016-07-27 21:53:00,72.0,,81.0,29.89,10.0,WSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1013647,A-1013673,MapQuest,201.0,2,2019-07-02 06:51:57,2019-07-02 09:06:44,33.009739,-80.236977,,,0.5,Main roadway closed due to accident on Orangeburg Rd between Central Ave and Hershey Cir.,1.0,Hershey Cir,R,Summerville,Dorchester,SC,29483-5616,US,US/Eastern,KDYB,2019-07-02 06:55:00,73.0,73.0,100.0,29.9,7.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2156234,A-2156274,MapQuest,201.0,2,2018-01-26 07:01:29,2018-01-26 07:31:15,37.54335,-122.291733,,,0.0,Accident on Franklin Pkwy at Saratoga Dr.,,Franklin Pkwy,R,San Mateo,San Mateo,CA,94403,US,US/Pacific,KSQL,2018-01-26 06:55:00,42.8,,100.0,30.33,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
281719,A-281722,MapQuest,201.0,2,2016-11-22 22:53:13,2016-11-22 23:22:56,32.865448,-96.76403,,,0.01,Accident on TX-12 Loop Northwest Hwy at Shady Brook Ln.,,E Northwest Hwy,R,Dallas,Dallas,TX,75231,US,US/Central,KDAL,2016-11-22 22:53:00,69.1,,87.0,29.9,10.0,SW,9.2,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
3265926,A-3266086,Bing,,2,2018-09-02 12:45:26,2018-09-02 16:45:26,42.40208,-122.93614,42.401585,-122.935479,0.048,At Pine St/Head St/Exit 33 - Accident.,,Pacific Highway 1 S,R,Central Point,Jackson,OR,97502,US,US/Pacific,KMFR,2018-09-02 12:53:00,78.1,,29.0,29.93,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
483228,A-483234,MapQuest,201.0,3,2017-06-30 07:38:12,2017-06-30 08:22:43,38.84613,-77.433517,,,0.0,Right hand shoulder closed due to accident on I-66 Eastbound at Exits 53 53A 53B VA-28 Sully Rd.,,I-66 E,R,Centreville,Fairfax County,VA,20120,US,US/Eastern,KIAD,2017-06-30 07:52:00,73.0,,66.0,30.04,10.0,South,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
220183,A-220185,MapQuest,245.0,2,2016-07-25 12:38:22,2016-07-25 13:38:22,40.584606,-73.960274,,,0.0,Two lanes blocked due to accident on Belt Pkwy Westbound at Exits 7B 8 Shore Pkwy.,,Coney Island Ave,R,Brooklyn,Kings,NY,11235,US,US/Eastern,KJRB,2016-07-25 12:35:00,84.2,,70.0,29.91,10.0,South,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1160502,A-1160528,MapQuest,201.0,2,2019-05-10 14:55:14,2019-05-10 15:55:01,40.70953,-74.008423,,,0.0,Accident on John St Eastbound at Nassau St.,66.0,Nassau St,R,New York,New York,NY,10038-4505,US,US/Eastern,KJRB,2019-05-10 14:51:00,71.0,71.0,78.0,29.82,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
2526585,A-2526626,Bing,,3,2017-01-18 23:38:29,2017-01-19 05:38:29,28.30076,-81.57529,28.31813,-81.5584,1.58,At World Dr/Exit 62 - Accident.,,I-4 E,R,Kissimmee,Osceola,FL,34747,US,US/Eastern,KISM,2017-01-18 23:56:00,64.0,,87.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1340009,A-1340040,MapQuest,241.0,3,2019-02-08 09:43:26,2019-02-08 10:13:00,29.774405,-95.301613,,,0.0,Right and center lane blocked due to accident on I-10 Westbound at Lathrop St.,,I-10 W,R,Houston,Harris,TX,77020,US,US/Central,KMCJ,2019-02-08 09:35:00,39.2,29.8,45.0,30.5,10.0,North,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2898186,A-2898314,Bing,,4,2020-04-06 15:15:25,2020-04-06 15:30:25,36.75637,-121.66519,36.75628,-121.66517,0.006,At Espinosa Rd/Russell Rd - Accident. Two lanes blocked.,653.0, El Camino Real N,R,Salinas,Monterey,CA,93907-1608,US,US/Pacific,KSNS,2020-04-06 14:53:00,55.0,55.0,69.0,29.8,10.0,NW,16.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
1995379,A-1995419,MapQuest,201.0,2,2018-03-06 14:45:12,2018-03-06 15:29:55,25.81855,-80.284042,,,0.0,Accident on Curtiss Pkwy at Reinette Dr.,1.0,Reinette Dr,L,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,2018-03-06 14:53:00,75.0,,53.0,30.0,10.0,SSE,16.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
150121,A-150123,MapQuest,247.0,2,2016-10-24 10:48:40,2016-10-24 11:18:18,33.601429,-84.446213,,,0.01,Delays due to accident on GA-314 Fayetteville Rd both ways at Pleasant Hill Rd.,,E Pleasant Hill Rd,R,Atlanta,Clayton,GA,30349,US,US/Eastern,KATL,2016-10-24 10:52:00,68.0,,39.0,30.26,10.0,NW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2716996,A-2717045,Bing,,2,2020-05-24 17:28:00,2020-05-24 18:00:36,37.792981,-121.190258,37.792981,-121.190258,0.0,At CA-120 - Accident.,,CA-120 W,R,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,2020-05-24 17:55:00,93.0,93.0,13.0,29.81,10.0,N,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
